donor,recipient,recieved_amount
United States,Brazil,36607258078
Norway,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Japan,Brazil,36607258078
Ireland,Brazil,36607258078
Japan,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Austria,Brazil,36607258078
New Zealand,Brazil,36607258078
United States,Brazil,36607258078
Norway,Brazil,36607258078
United States,Brazil,36607258078
Japan,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Japan,Brazil,36607258078
Canada,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
United Kingdom,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Canada,Brazil,36607258078
Ireland,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Sweden,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Italy,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
United Kingdom,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Ireland,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
France,Brazil,36607258078
Italy,Brazil,36607258078
Portugal,Brazil,36607258078
Canada,Brazil,36607258078
Spain,Brazil,36607258078
Italy,Brazil,36607258078
Sweden,Brazil,36607258078
Italy,Brazil,36607258078
Spain,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Norway,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Ireland,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Ireland,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Belgium,Brazil,36607258078
Austria,Brazil,36607258078
Belgium,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Spain,Brazil,36607258078
United Kingdom,Brazil,36607258078
Australia,Brazil,36607258078
France,Brazil,36607258078
Norway,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Ireland,Brazil,36607258078
Ireland,Brazil,36607258078
Portugal,Brazil,36607258078
France,Brazil,36607258078
Austria,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Finland,Brazil,36607258078
Canada,Brazil,36607258078
Belgium,Brazil,36607258078
Belgium,Brazil,36607258078
Italy,Brazil,36607258078
Sweden,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
Switzerland,Brazil,36607258078
Spain,Brazil,36607258078
France,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Belgium,Brazil,36607258078
United States,Brazil,36607258078
Italy,Brazil,36607258078
Belgium,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
Japan,Brazil,36607258078
United States,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Portugal,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
Norway,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Japan,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Canada,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
France,Brazil,36607258078
France,Brazil,36607258078
United States,Brazil,36607258078
Norway,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
France,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
United Kingdom,Brazil,36607258078
Japan,Brazil,36607258078
Austria,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Norway,Brazil,36607258078
Canada,Brazil,36607258078
Germany,Brazil,36607258078
Portugal,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Switzerland,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Japan,Brazil,36607258078
Australia,Brazil,36607258078
Sweden,Brazil,36607258078
Portugal,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Japan,Brazil,36607258078
Spain,Brazil,36607258078
Canada,Brazil,36607258078
Japan,Brazil,36607258078
Spain,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
France,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
Spain,Brazil,36607258078
Japan,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Norway,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
France,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Italy,Brazil,36607258078
Belgium,Brazil,36607258078
France,Brazil,36607258078
France,Brazil,36607258078
United States,Brazil,36607258078
Canada,Brazil,36607258078
France,Brazil,36607258078
United States,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
Finland,Brazil,36607258078
Austria,Brazil,36607258078
Greece,Brazil,36607258078
Italy,Brazil,36607258078
Spain,Brazil,36607258078
Belgium,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Switzerland,Brazil,36607258078
Germany,Brazil,36607258078
Norway,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Belgium,Brazil,36607258078
United States,Brazil,36607258078
Luxembourg,Brazil,36607258078
Norway,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Italy,Brazil,36607258078
Spain,Brazil,36607258078
France,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Portugal,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
France,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
Spain,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Belgium,Brazil,36607258078
Japan,Brazil,36607258078
Belgium,Brazil,36607258078
United Kingdom,Brazil,36607258078
Japan,Brazil,36607258078
Belgium,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
Austria,Brazil,36607258078
United States,Brazil,36607258078
Switzerland,Brazil,36607258078
Germany,Brazil,36607258078
Canada,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Spain,Brazil,36607258078
Austria,Brazil,36607258078
France,Brazil,36607258078
Switzerland,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Switzerland,Brazil,36607258078
Austria,Brazil,36607258078
Spain,Brazil,36607258078
Luxembourg,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Austria,Brazil,36607258078
Austria,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
Italy,Brazil,36607258078
France,Brazil,36607258078
France,Brazil,36607258078
Switzerland,Brazil,36607258078
Canada,Brazil,36607258078
Portugal,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
Norway,Brazil,36607258078
France,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Switzerland,Brazil,36607258078
Canada,Brazil,36607258078
Japan,Brazil,36607258078
France,Brazil,36607258078
United Kingdom,Brazil,36607258078
Germany,Brazil,36607258078
Italy,Brazil,36607258078
Luxembourg,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
France,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
Norway,Brazil,36607258078
Germany,Brazil,36607258078
Switzerland,Brazil,36607258078
Canada,Brazil,36607258078
United States,Brazil,36607258078
Switzerland,Brazil,36607258078
Italy,Brazil,36607258078
Finland,Brazil,36607258078
Finland,Brazil,36607258078
Norway,Brazil,36607258078
Spain,Brazil,36607258078
Spain,Brazil,36607258078
Japan,Brazil,36607258078
France,Brazil,36607258078
United States,Brazil,36607258078
Italy,Brazil,36607258078
Japan,Brazil,36607258078
Luxembourg,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Italy,Brazil,36607258078
Canada,Brazil,36607258078
Belgium,Brazil,36607258078
France,Brazil,36607258078
France,Brazil,36607258078
Belgium,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Ireland,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
United Kingdom,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
Spain,Brazil,36607258078
Italy,Brazil,36607258078
Germany,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Germany,Brazil,36607258078
Australia,Brazil,36607258078
Italy,Brazil,36607258078
Japan,Brazil,36607258078
United States,Brazil,36607258078
Switzerland,Brazil,36607258078
France,Brazil,36607258078
Finland,Brazil,36607258078
Belgium,Brazil,36607258078
Spain,Brazil,36607258078
Belgium,Brazil,36607258078
Netherlands,Brazil,36607258078
Spain,Brazil,36607258078
Spain,Brazil,36607258078
Japan,Brazil,36607258078
United Kingdom,Brazil,36607258078
France,Brazil,36607258078
France,Brazil,36607258078
United Kingdom,Brazil,36607258078
Belgium,Brazil,36607258078
Japan,Brazil,36607258078
Germany,Brazil,36607258078
Austria,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Belgium,Brazil,36607258078
Germany,Brazil,36607258078
Japan,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Portugal,Brazil,36607258078
Italy,Brazil,36607258078
Norway,Brazil,36607258078
Italy,Brazil,36607258078
Norway,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
New Zealand,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Spain,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Sweden,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Italy,Brazil,36607258078
Switzerland,Brazil,36607258078
Japan,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
Italy,Brazil,36607258078
United States,Brazil,36607258078
Sweden,Brazil,36607258078
Finland,Brazil,36607258078
Finland,Brazil,36607258078
Finland,Brazil,36607258078
United States,Brazil,36607258078
Finland,Brazil,36607258078
Ireland,Brazil,36607258078
Finland,Brazil,36607258078
United States,Brazil,36607258078
Belgium,Brazil,36607258078
Finland,Brazil,36607258078
Italy,Brazil,36607258078
Finland,Brazil,36607258078
Japan,Brazil,36607258078
Luxembourg,Brazil,36607258078
Japan,Brazil,36607258078
Luxembourg,Brazil,36607258078
Luxembourg,Brazil,36607258078
Luxembourg,Brazil,36607258078
Belgium,Brazil,36607258078
Portugal,Brazil,36607258078
Finland,Brazil,36607258078
Japan,Brazil,36607258078
Finland,Brazil,36607258078
Finland,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
Spain,Brazil,36607258078
United States,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
United States,Brazil,36607258078
Spain,Brazil,36607258078
Spain,Brazil,36607258078
Germany,Brazil,36607258078
United States,Brazil,36607258078
